payment_id,order_id,amount,payment_date,payment_method,status
PM0001792,O0001792,4674.42,2025-06-22T23:18:41,@@@,paid
 ,O0001793,1247.75,2023-12-10T11:18:13,###BAD###,paid
32-13-2025,O0001794,2917.86,2023-12-21T22:34:51,not_a_date,nan
null,O0001795,4490.31,2023-05-09T04:12:38,,paid
PM0001796,NULL,1543.14,2023-07-09T01:24:47,card,123abc
PM0001797,@@@,2225.91,nan,cod,123abc
PM0001798,123abc,N/A,2023-12-05T15:25:33,invalid,paid
###BAD###,O0001799,88.09,2024-01-06T11:30:29,upi,
PM0001800,O0001800,688.21,,32-13-2025,9999-99-99
PM0001801,O0001801,7355.68,2023-07-04T16:52:49,cod,paid
PM0001802,123abc,@@@,2024-05-08T23:06:25,123abc,32-13-2025
PM0001803,O0001803, ,2023-09-05T20:30:11,netbanking,paid
9999-99-99,9999-99-99,558.08,not_a_date, ,paid
@@@,O0001805,3345.91,2023-12-20T04:36:36,netbanking,123abc
PM0001806,O0001806,3437.46,@@@,card,123abc
PM0001807,O0001807,N/A,2023-10-22T07:57:10,upi,paid
PM0001808,N/A,1960.09,not_a_date,invalid,nan
PM0001809,O0001809,3063.79,2025-08-06T23:47:56,netbanking,paid
NULL,O0001810, ,NULL,upi,###BAD###
PM0001811,9999-99-99,556.08,2023-08-27T05:57:28,cod,paid
null,not_a_date,5321.8,not_a_date,netbanking,###BAD###
PM0001813,N/A,null,2025-10-16T23:07:13, ,32-13-2025
PM0001814,O0001814,2240.43,2024-05-12T04:09:01,card,paid
123abc,O0001815,626.93,NULL,32-13-2025,nan
PM0001816,O0001816,8904.54,123abc, ,paid
PM0001817,NULL,337.32,null,upi,
32-13-2025,O0001818,null,2024-04-29T20:34:25,card,null
PM0001819,O0001819,301.84,2024-07-23T09:15:59,NULL,paid
null,O0001820,183.63,null,netbanking,9999-99-99
PM0001821,123abc,not_a_date,###BAD###,,refunded
PM0001822,null,nan,2024-09-12T06:30:17,netbanking,paid
32-13-2025,O0001823,842.15,2024-02-07T00:36:26,card,paid
PM0001824,, ,2025-10-20T02:38:07,card,32-13-2025
PM0001825,invalid,not_a_date,2023-11-07T03:13:10,,paid
not_a_date,@@@,N/A,2023-10-13T01:07:38,card,32-13-2025
9999-99-99,O0001827,3675.66,,card,paid
PM0001828,O0001828,15897.68,@@@,cod,paid
PM0001829,O0001829,1811.01,123abc,,paid
PM0001830,O0001830,invalid,2023-01-28T21:11:29,upi,paid
PM0001831,O0001831,8375.96,2024-07-31T05:06:05,cod,not_a_date
null, ,32-13-2025, ,netbanking,not_a_date
PM0001833,O0001833,not_a_date,@@@,N/A,paid
123abc,O0001834,32-13-2025,123abc,card,not_a_date
PM0001835,O0001835,7610.19,2024-12-08T04:49:44,card,invalid
PM0001836,###BAD###,1676.87, ,9999-99-99,paid
###BAD###,O0001837,N/A,N/A,netbanking,paid
,O0001838,NULL,123abc,cod,paid
PM0001839,O0001839,520.79,N/A,cod,paid
PM0001840,NULL,nan,,@@@,N/A
NULL,O0001841,2197.12,2023-02-15T13:14:08,upi,paid
PM0001842,###BAD###,3134.52, ,@@@,paid
PM0001843,,3098.7,2024-08-07T01:15:03,upi,32-13-2025
PM0001844,O0001844,3785.38,null,upi,N/A
123abc,NULL,3234.41,N/A,upi,paid
PM0001846,NULL,2768.04,2025-05-20T05:15:16,card,paid
PM0001847,O0001847,2177.01,9999-99-99,card,null
N/A,O0001848,8228.08,9999-99-99,9999-99-99,paid
PM0001849,O0001849,3101.78,32-13-2025,123abc,paid
null,@@@,3402.12,2023-03-29T17:00:33,upi,paid
,O0001851,3763.07,123abc,upi,paid
nan,O0001852,7597.65, ,card,123abc
9999-99-99,O0001853,3470.28,2025-08-04T22:14:21,card,paid
PM0001854,O0001854,32-13-2025,123abc,netbanking,N/A
 ,invalid, ,NULL,upi,paid
PM0001856,###BAD###,7313.62,2025-05-22T22:27:38,NULL,null
123abc,O0001857,3195.98,2023-01-12T10:12:42,netbanking,paid
invalid,O0001858,3955.98,2025-06-19T08:53:27,cod,paid
N/A,O0001859,2940.62,2024-12-24T18:04:33,netbanking,###BAD###
PM0001860,NULL,5740.81,NULL,card,paid
PM0001861,O0001861,6909.94,invalid,card,refunded
nan,NULL,N/A,9999-99-99,card,N/A
###BAD###,O0001863,3887.5,2024-06-21T18:15:34,card,N/A
PM0001864,O0001864,4643.84,2023-01-07T10:15:42,123abc,paid
null,O0001865,5982.73,2023-12-19T01:16:39,32-13-2025,paid
PM0001866,32-13-2025,6323.46,2025-10-14T12:50:38,32-13-2025,paid
not_a_date,N/A,2934.25,2023-05-14T06:29:37,card,paid
PM0001868,nan,1972.14,invalid,card,paid
PM0001869,O0001869,1002.52,2025-09-20T09:03:31,not_a_date,32-13-2025
PM0001870,O0001870,2709.51,2023-12-23T10:27:11,not_a_date,paid
PM0001871,O0001871,nan,9999-99-99,upi,NULL
PM0001872,O0001872,4907.61,not_a_date,card,paid
PM0001873,NULL,255.23,2023-12-18T03:05:26,netbanking,paid
null,O0001874,5822.37,nan,card,paid
PM0001875,###BAD###,2739.58,2025-10-30T18:28:57,nan,null
PM0001876,O0001876,790.74,2025-06-29T00:46:53,upi,paid
PM0001877,32-13-2025, ,32-13-2025,upi,not_a_date
PM0001878,@@@,32-13-2025,nan,,paid
PM0001879,null,3887.5,32-13-2025,card,paid
PM0001880,O0001880,2427.83,2023-04-06T13:30:20,card,paid
PM0001881,O0001881,3403.8,2024-01-22T12:36:05,cod,paid
PM0001882,O0001882,123abc,2023-06-22T05:32:57, ,paid
123abc,O0001883,3500.38,,cod,paid
PM0001884,@@@,1942.54,2023-04-13T08:02:37,card,paid
PM0001885,O0001885,4659.1,2023-07-01T18:27:07,card,paid
PM0001886,O0001886,invalid,invalid,123abc,paid
null,O0001887,4083.58,###BAD###,cod,paid
PM0001888,O0001888,nan,NULL,###BAD###,paid
,O0001889,6106.97,2024-05-24T23:16:59,card,paid
PM0001890,O0001890,32-13-2025,2024-10-01T04:04:28,upi,paid
 ,nan,123abc,2023-10-19T05:59:22,netbanking,paid
not_a_date,O0001892,,2023-09-14T00:32:36,netbanking,###BAD###
PM0001893,O0001893,5405.35,2025-03-30T17:44:32,,paid
32-13-2025,O0001894,###BAD###,2024-06-13T12:30:09,cod,paid
PM0001895,O0001895,3306.0,2023-02-15T19:53:04,not_a_date,nan
PM0001896,9999-99-99,4362.35,2023-08-20T18:57:48,###BAD###,NULL
PM0001897,O0001897,null,,netbanking,paid
PM0001898,,2784.06,2025-04-14T00:21:11,card,paid
PM0001899,N/A,4506.2,2023-07-13T12:21:49,32-13-2025,N/A
PM0001900,O0001900,not_a_date,2024-07-24T09:31:09,card,paid
 ,O0001901,9999-99-99,2023-03-06T06:44:18,9999-99-99,not_a_date
,NULL,647.69,32-13-2025,32-13-2025,123abc
PM0001903,O0001903,123abc,2024-06-13T19:34:36, , 
PM0001904,O0001904,9334.77,123abc,upi,9999-99-99
PM0001905,9999-99-99,8313.84,2024-07-08T13:33:54,netbanking,not_a_date
9999-99-99,null,3710.47,2024-01-14T12:40:24,cod,invalid
,O0001907,5476.97,,###BAD###,paid
PM0001908,O0001908,886.47,9999-99-99,upi,9999-99-99
PM0001909,O0001909,N/A,invalid,netbanking,@@@
PM0001910,O0001910,3289.45,2025-09-05T11:15:44,not_a_date,
###BAD###,O0001911,931.27,2023-05-25T15:05:27,9999-99-99,paid
PM0001912,O0001912,682.37,2025-03-19T06:26:20,netbanking,paid
PM0001913,123abc,7057.05, ,cod,@@@
not_a_date,invalid,869.14,2023-02-20T19:41:41,netbanking,@@@
PM0001915,not_a_date,NULL,2024-05-27T05:03:18,cod,paid
nan,null,15346.05, ,nan, 
 ,null,8053.68,2023-01-30T09:20:27,,nan
PM0001918,O0001918,3573.78, ,upi,invalid
PM0001919,invalid,2893.23,123abc,upi,paid
PM0001920,###BAD###,3063.42,2025-04-08T12:50:08,netbanking,paid
PM0001921,O0001921,nan, ,nan,paid
PM0001922,N/A,1889.31,,netbanking,@@@
PM0001923,123abc,invalid,2023-12-25T04:18:11, ,###BAD###
PM0001924,O0001924,1666.08,2025-09-06T22:42:30,netbanking,paid
not_a_date,###BAD###,3071.76,2023-05-18T12:01:06,upi,N/A
PM0001926,N/A,123abc,2025-02-01T16:52:16,cod,paid
PM0001927,32-13-2025,invalid,not_a_date,cod,@@@
9999-99-99,O0001928,9999-99-99, ,netbanking,paid
PM0001929,O0001929,3934.13,@@@,cod,paid
PM0001930,9999-99-99,264.59,nan,card,paid
PM0001931,O0001931,N/A,2024-02-22T16:16:14,null,paid
NULL,9999-99-99,1937.79,2025-05-30T11:44:37,@@@,paid
PM0001933,32-13-2025,4689.77,,netbanking,paid
123abc,O0001934,3934.56,2023-09-10T21:35:44,NULL,refunded
PM0001935,O0001935,598.48,2024-07-03T01:02:43,upi,paid
PM0001936,,123abc,9999-99-99, ,paid
PM0001937,O0001937,68.89,invalid,cod,paid
 ,O0001938,7556.99,not_a_date,card,nan
nan,9999-99-99,3524.25,nan,netbanking,not_a_date
not_a_date,O0001940,,2023-03-04T06:55:53,cod,paid
N/A,O0001941,374.71,2023-05-30T15:22:45,card,9999-99-99
nan,O0001942,1558.22,2025-03-03T07:52:02,netbanking,###BAD###
NULL,O0001943,2263.51,2024-04-15T10:46:34,netbanking,@@@
PM0001944,O0001944,,2024-04-14T10:54:14,123abc,paid
PM0001945,O0001945,1062.64,null,cod,paid
PM0001946,O0001946,N/A,2024-08-09T16:57:04,upi,paid
PM0001947,O0001947,NULL,32-13-2025,@@@,paid
PM0001948,O0001948,3752.48,2023-04-20T17:13:52,upi,32-13-2025
PM0001949,O0001949,3052.5,2024-03-21T14:45:50,null,paid
PM0001950,123abc,3816.76,2023-09-10T04:34:29,123abc,123abc
PM0001951,O0001951,1042.9,2025-05-21T18:33:32,card,refunded
N/A,NULL,1589.2,2025-09-12T18:44:08,card,32-13-2025
PM0001953,@@@,1943.91,2025-07-09T21:08:16,N/A,
PM0001954,,32-13-2025,2025-02-19T22:16:11,netbanking,not_a_date
PM0001955,O0001955,11193.91,2025-07-09T05:33:15,card,nan
PM0001956,9999-99-99,5310.63,2023-08-19T20:42:35,@@@,123abc
not_a_date,123abc,3219.61, ,NULL,paid
PM0001958, ,2945.27,9999-99-99,netbanking,paid
PM0001959,NULL,2143.06,2023-01-05T00:04:44,cod,invalid
invalid,O0001960,invalid,2023-08-23T01:58:01,cod,paid
PM0001961,O0001961, ,@@@,upi,paid
###BAD###,invalid,1688.78,2023-07-10T09:03:58,upi,@@@
PM0001963,@@@,3410.07,2024-05-14T20:05:37,card,N/A
@@@,O0001964, ,2025-05-12T17:41:08,upi,123abc
invalid,O0001965,@@@,@@@,netbanking,paid
32-13-2025,O0001966,9999-99-99,2025-04-07T05:00:23,upi,invalid
PM0001967,O0001967,not_a_date,null,invalid,NULL
PM0001968, ,4053.11,2025-03-09T13:17:05,cod,paid
PM0001969,N/A,1170.02,2023-06-27T22:05:45,nan,123abc
PM0001970,O0001970,2750.6,2025-07-04T17:20:06,upi,paid
PM0001971,O0001971,1221.68,2023-01-31T11:49:35,cod,refunded
PM0001972,123abc,2908.23,not_a_date,NULL,paid
,32-13-2025,nan,2025-07-29T00:33:14,@@@,paid
PM0001974,32-13-2025,9999-99-99,not_a_date,cod,paid
 ,O0001975,NULL,2025-07-17T02:36:29,card,
PM0001976,invalid,3274.48,2023-02-15T02:08:27,not_a_date,NULL
PM0001977,,2788.47,null,card,paid
PM0001978,O0001978,975.53,###BAD###,upi,paid
9999-99-99,O0001979,32-13-2025,2025-09-23T14:18:45,netbanking,nan
PM0001980,null,NULL,2025-02-27T19:11:50,,123abc
PM0001981,O0001981,invalid,2025-04-04T04:27:17,netbanking,paid
NULL, ,6566.77,123abc,32-13-2025,paid
9999-99-99,123abc,3717.55,N/A,upi,paid
PM0001984,O0001984,3547.15,null,card,paid
PM0001985,N/A,608.76,2025-01-21T15:53:00,card,paid
not_a_date,,2274.46,32-13-2025,null,N/A
,nan,nan,2023-04-19T14:10:13,nan,paid
9999-99-99,@@@,null,2025-10-27T05:58:35,@@@,paid
,O0001989,@@@,@@@,netbanking,paid
PM0001990,O0001990,invalid,2024-06-20T22:28:15,123abc,NULL
PM0001991,N/A,9999-99-99,NULL,not_a_date,paid
null,O0001992,261.54,9999-99-99,cod,paid
PM0001993,O0001993,2790.33,2023-06-26T10:11:27,card, 
invalid,invalid,5917.0,not_a_date,@@@,N/A
invalid,O0001995,3342.45,2023-05-26T13:37:20,card,paid
PM0001996,not_a_date,2703.1,N/A,upi,N/A
NULL,###BAD###,invalid,2023-10-16T18:33:29, ,paid
PM0001998,O0001998,312.67, ,card,paid
PM0001999,not_a_date,1746.53,nan,netbanking,123abc
 ,O0002000,9999-99-99,2024-09-28T17:05:13, ,
PM0002001,O0002001,@@@,2024-11-11T01:09:22,cod,refunded
PM0002002,@@@,32-13-2025,@@@,upi,paid
PM0002003,O0002003,4315.2,2024-05-10T10:55:58,card,paid
,O0002004,709.44,NULL,cod,invalid
,O0002005,60.87,2024-03-24T22:16:57,netbanking,paid
PM0002006,O0002006,123abc,2023-12-29T10:51:14,upi,invalid
123abc,O0002007,not_a_date,2023-10-10T17:03:21,invalid,32-13-2025
PM0002008,O0002008,2155.32,2024-07-20T22:03:25,32-13-2025,paid
###BAD###,O0002009,123abc,2025-01-15T12:10:13,nan,paid
PM0002010,123abc,,2024-11-13T10:06:02,upi,NULL
PM0002011,###BAD###,2319.18,not_a_date,cod,paid
PM0002012,,4175.75, ,cod,paid
PM0002013,NULL,###BAD###,not_a_date,,NULL
PM0002014,@@@,###BAD###,2024-07-02T22:05:43,card,@@@
PM0002015,O0002015,9999-99-99,invalid,null,paid
PM0002016,O0002016,nan,2023-11-20T13:48:51,card,paid
32-13-2025,@@@,721.01,2023-08-16T10:13:55,netbanking,paid
32-13-2025,O0002018,nan,2024-06-15T14:40:56,card,paid
 ,O0002019,2046.8,2023-03-31T15:06:48,netbanking,###BAD###
PM0002020,O0002020,123abc,9999-99-99,32-13-2025,N/A
32-13-2025,O0002021, ,2024-04-17T21:48:53,invalid,paid
PM0002022,@@@,###BAD###,2024-03-18T09:49:46,N/A,paid
null,O0002023,9118.28,2024-12-14T04:02:56, ,paid
PM0002024,###BAD###,510.46,@@@,###BAD###,paid
PM0002025,###BAD###,9999-99-99,2024-11-20T19:39:57,not_a_date,paid
PM0002026,O0002026,408.67,invalid,NULL,paid
PM0002027,O0002027,invalid,2023-05-25T01:03:26,card,paid
nan, ,32-13-2025,@@@,cod,invalid
PM0002029,invalid,4072.26, ,@@@,N/A
PM0002030,O0002030, ,2024-03-22T21:12:36,NULL,paid
PM0002031,O0002031,,not_a_date,cod,32-13-2025
PM0002032,N/A,123abc,invalid,invalid,paid
PM0002033,O0002033,1517.84,2024-03-11T12:20:16,cod,paid
PM0002034,null,14653.0,2023-08-05T14:34:16,card,paid
32-13-2025,O0002035,1506.18,@@@,###BAD###,paid
PM0002036,32-13-2025,NULL,123abc,not_a_date, 
PM0002037,O0002037,,123abc,cod,paid
NULL,O0002038,9999-99-99,NULL,cod,paid
not_a_date,O0002039,@@@,2024-03-26T04:39:59,upi,NULL
PM0002040,O0002040,N/A,2025-07-12T10:54:36,card,N/A
PM0002041,O0002041,9211.47,2025-05-17T09:10:25,netbanking,123abc
nan,O0002042,1886.55, ,NULL,paid
PM0002043,nan,2420.43,2024-01-18T02:16:29, ,###BAD###
PM0002044,O0002044,3573.78,@@@,netbanking,paid
NULL,O0002045,32-13-2025,2023-01-13T05:12:27,,paid
PM0002046,@@@,5305.78,not_a_date,card,9999-99-99
N/A,O0002047,614.42,2023-01-09T21:23:36,not_a_date,paid
PM0002048,NULL,,32-13-2025,32-13-2025,paid
PM0002049,O0002049,3500.38,2025-08-07T22:30:10,card,123abc
PM0002050,nan,7526.14,@@@,,paid
123abc,O0002051,null,nan,netbanking,invalid
,invalid,1722.86,2023-12-20T16:17:21,,paid
9999-99-99,###BAD###,3496.93,2023-07-16T16:08:10,cod,paid
not_a_date,O0002054,3590.21,null,netbanking,null
PM0002055,,4146.01,,9999-99-99,paid
N/A,O0002056,1141.71,NULL,NULL, 
not_a_date,O0002057,null,2025-01-07T18:38:45,card,not_a_date
PM0002058,O0002058, ,2023-01-27T04:02:40,@@@,paid
PM0002059,O0002059,374.8,null,cod,###BAD###
PM0002060,null,2491.24,NULL,not_a_date,paid
@@@,O0002061,N/A,2023-09-25T16:05:26,card,paid
PM0002062,O0002062,3276.29,2025-03-21T06:00:43,card,paid
PM0002063,O0002063,6552.33,2024-04-17T14:29:29,123abc,123abc
32-13-2025,O0002064,2491.24,,card,paid
###BAD###,O0002065,4106.24,2023-06-01T15:19:24,card,123abc
PM0002066,O0002066,nan,2024-03-22T03:50:01,upi,
 ,9999-99-99,5552.84,32-13-2025,netbanking,paid
PM0002068,N/A,3474.5,NULL, ,paid
9999-99-99,O0002069,32-13-2025,32-13-2025,32-13-2025,invalid
PM0002070,O0002070,712.31,2025-03-17T04:05:36,cod,paid
PM0002071,O0002071,5323.94,2023-05-04T09:37:18,upi,refunded
PM0002072,O0002072,12559.62,2023-03-16T14:27:25,upi,paid
,O0002073,null,2024-04-05T18:26:22,cod,paid
PM0002074,123abc,not_a_date,null,cod,@@@
PM0002075,O0002075,6646.0,null,netbanking,refunded
PM0002076,O0002076,invalid,9999-99-99,card,paid
PM0002077,O0002077,6578.9,2023-07-20T23:39:59,NULL,paid
PM0002078,invalid,4165.55,2023-06-23T21:38:36,9999-99-99,paid
invalid,null,6151.0,2024-11-24T07:56:08,upi,invalid
PM0002080, ,10781.0,2024-01-18T11:42:03,@@@,paid
PM0002081,123abc,1739.03,2024-06-17T06:52:02,null,paid
not_a_date,O0002082,2833.55,null,upi,paid
PM0002083,123abc,1419.57,@@@,@@@,paid
PM0002084,NULL,nan,nan,upi,paid
PM0002085,null,1575.57,###BAD###,cod,paid
 ,O0002086,3061.3,2025-03-02T23:38:49,not_a_date,paid
PM0002087,O0002087, ,123abc,upi,invalid
PM0002088,nan,invalid,2023-01-17T18:21:59,upi,paid
PM0002089,O0002089,9751.68,2024-11-30T05:48:25,upi,paid
not_a_date,O0002090,608.76,123abc,NULL,paid
PM0002091,O0002091,,not_a_date,card,paid
 ,N/A,not_a_date,2025-02-27T03:59:52,N/A,invalid
null,nan,272.08,2023-11-19T13:52:07, ,invalid
PM0002094,O0002094,949.75,nan,cod,paid
PM0002095,invalid,878.6,2023-02-07T00:34:41,card,invalid
PM0002096,O0002096,N/A,123abc,9999-99-99,9999-99-99
PM0002097,N/A,9999-99-99,NULL,not_a_date,9999-99-99
PM0002098,O0002098,invalid,2025-11-01T14:16:17,NULL,null
PM0002099,123abc,3152.21,2025-10-15T06:41:10,card,nan
NULL,O0002100,@@@,2024-11-30T23:52:09,cod,paid
PM0002101,9999-99-99,invalid,2023-09-28T18:27:25,null,paid
PM0002102,O0002102,9999-99-99,null,card,paid
PM0002103,NULL,1263.87,2023-11-09T14:59:34,,paid
invalid,N/A,3232.45,nan,netbanking,paid
PM0002105,O0002105,N/A,nan,netbanking,paid
PM0002106,O0002106,478.2,2023-02-24T19:19:14,card,paid
PM0002107,not_a_date,4553.6,2025-03-26T16:51:40,cod,paid
PM0002108, ,123abc,NULL,upi,paid
NULL,O0002109,980.28,9999-99-99,card,paid
PM0002110,O0002110,12617.03,@@@,upi,paid
PM0002111,O0002111,###BAD###, ,cod,@@@
PM0002112,O0002112,3028.52,2024-01-25T16:38:38,not_a_date,paid
PM0002113,,2849.48,N/A,netbanking,paid
9999-99-99,O0002114,N/A,2023-09-22T07:27:27,upi,nan
PM0002115,32-13-2025,994.52,NULL,N/A,paid
@@@,O0002116,3767.89,N/A,null,9999-99-99
PM0002117, ,32-13-2025,2024-02-14T12:02:06,card,###BAD###
PM0002118,O0002118,3098.7,2023-07-24T11:41:54,netbanking, 
PM0002119,O0002119,844.35, ,cod,paid
9999-99-99,123abc,123abc,not_a_date,upi,9999-99-99
null,O0002121,5361.59,,null,123abc
PM0002122,32-13-2025,3443.81,invalid,NULL,paid
32-13-2025,null,3379.63,2024-01-13T05:46:22,cod, 
PM0002124,O0002124,9999-99-99,2024-11-22T06:23:41,###BAD###,@@@
@@@,O0002125,10516.96,2025-09-07T07:04:54,card,null
PM0002126,O0002126,2918.32,9999-99-99,cod,paid
not_a_date,O0002127,NULL,2024-09-16T03:41:35,card,invalid
NULL,NULL,234.01,2025-02-28T05:25:42,upi,paid
PM0002129,O0002129,invalid,invalid,upi,
PM0002130,O0002130,null,N/A,netbanking,paid
PM0002131,O0002131,123abc,2023-06-27T13:46:17,N/A,not_a_date
PM0002132,N/A,4347.78,2024-07-10T00:36:59,32-13-2025,@@@
9999-99-99,O0002133,2689.37,2024-10-19T14:35:31,netbanking,not_a_date
PM0002134,invalid,not_a_date,32-13-2025,netbanking,paid
PM0002135,O0002135, ,2025-10-13T03:08:46,netbanking,paid
PM0002136,O0002136,4437.23,,cod, 
PM0002137,O0002137,3702.64,2025-07-18T12:02:36,invalid,paid
nan, ,###BAD###,2023-12-04T13:31:57,NULL,paid
N/A,nan,1647.3,N/A,cod,refunded
###BAD###,O0002140,###BAD###,2025-08-31T20:34:26,invalid,paid
PM0002141,invalid,9999-99-99,@@@,upi,refunded
@@@,O0002142,834.67,2023-03-05T16:43:46,upi,nan
PM0002143,O0002143,3425.53,invalid,card,32-13-2025
32-13-2025,O0002144,null,2023-02-18T11:31:51,,
PM0002145,O0002145,1095.39,32-13-2025,netbanking,###BAD###
PM0002146,O0002146,3875.14,invalid,,paid
null,O0002147,NULL,2024-09-01T18:28:37,upi,paid
PM0002148,O0002148,2535.4,not_a_date,card,
PM0002149,9999-99-99,1666.48,###BAD###,upi,paid
9999-99-99,O0002150,9999-99-99,123abc,upi,paid
PM0002151,O0002151,2511.3,2024-01-17T14:28:05,9999-99-99,paid
null,###BAD###,3609.42,2025-02-17T07:20:13,upi,paid
not_a_date,O0002153,9180.05,,@@@,paid
PM0002154,O0002154,2855.72,2024-02-27T13:19:15,upi,
N/A,null,3934.56,123abc,cod,@@@
PM0002156,123abc,2185.05,null,upi,paid
N/A, ,4193.03,2024-06-11T02:50:57,,not_a_date
PM0002158,O0002158,2930.18,2024-05-15T19:15:53,upi,32-13-2025
###BAD###,O0002159,,null,###BAD###,paid
PM0002160,123abc,4322.73,2023-12-17T04:14:03,cod,nan
NULL,O0002161,NULL,2025-09-03T23:59:13,null,paid
PM0002162,O0002162,2947.82,2023-11-19T03:00:57,cod,N/A
invalid,,@@@,@@@,cod,refunded
PM0002164,O0002164,###BAD###,invalid,cod,paid
, ,746.81,2025-08-25T18:08:54,card,refunded
PM0002166,O0002166,9275.68,32-13-2025,upi,paid
PM0002167,O0002167,640.8,2023-05-12T04:46:39,card,paid
PM0002168,@@@,nan,2024-12-29T03:08:49,cod,9999-99-99
PM0002169,O0002169,4025.88,null,netbanking,not_a_date
N/A,O0002170,4136.9,2024-11-21T20:43:53,N/A,paid
PM0002171,9999-99-99,400.42,2023-06-11T18:39:13,NULL,null
PM0002172,O0002172,@@@,9999-99-99,123abc,paid
PM0002173,O0002173,3641.67,NULL,null,N/A
PM0002174,not_a_date,123abc,@@@,netbanking,NULL
N/A,nan,NULL,2024-05-24T06:19:29,upi,paid
PM0002176,O0002176,null,123abc,cod,paid
not_a_date,invalid,1688.78,2023-02-27T01:35:50,upi,paid
PM0002178,O0002178,NULL, , ,paid
###BAD###,O0002179,1879.13,2025-09-24T14:56:18,upi,paid
###BAD###,O0002180, ,not_a_date, ,###BAD###
PM0002181,###BAD###,nan,nan,upi,paid
PM0002182,nan,790.74,32-13-2025,netbanking,9999-99-99
PM0002183,O0002183,882.95,2023-10-01T16:09:39,,refunded
PM0002184,O0002184,123abc,2023-10-03T10:25:36,nan,paid
123abc,32-13-2025,3160.03,2023-01-21T07:01:14,123abc,###BAD###
PM0002186,O0002186,invalid,2023-05-19T23:44:07,null,paid
PM0002187,9999-99-99,6733.42,null,cod,null
PM0002188,O0002188,11070.45,invalid,32-13-2025,paid
null,O0002189,9911.23,2023-04-25T02:57:11,null,paid
PM0002190,O0002190,4588.86,32-13-2025,netbanking,paid
PM0002191,O0002191,4490.31,2024-08-29T14:04:51,9999-99-99,paid
PM0002192,@@@,3970.44,2023-11-30T05:42:51,not_a_date,@@@
PM0002193,O0002193,null,2025-06-18T23:26:58, ,123abc
PM0002194, ,8679.69,2025-09-02T20:40:44, ,paid
PM0002195,123abc,790.74,nan,NULL,nan
PM0002196,O0002196,nan,32-13-2025,card,###BAD###
PM0002197,N/A,3056.22,2024-10-10T19:02:51,upi,paid
PM0002198,O0002198,3722.11,NULL,,not_a_date
NULL,O0002199,NULL,nan,card,paid
PM0002200,O0002200,32-13-2025,2023-09-24T02:05:03,cod,null
@@@,O0002201,18034.02,not_a_date,card,paid
nan,O0002202,invalid,2023-04-12T15:18:44,not_a_date,paid
9999-99-99,O0002203,32-13-2025,2023-08-01T18:39:39,upi,paid
NULL,invalid,4452.66,N/A,cod,null
PM0002205,invalid,###BAD###,2023-12-26T04:57:31,upi, 
@@@,nan,4468.93,2025-07-19T05:10:01,upi,paid
PM0002207,O0002207,1334.08,9999-99-99,upi,paid
not_a_date,O0002208,123abc,,netbanking,paid
32-13-2025,O0002209,3387.08,@@@,card,not_a_date
###BAD###,O0002210,3668.67,@@@,card,null
PM0002211,32-13-2025,invalid,not_a_date,cod,paid
NULL,O0002212,4363.32,invalid,upi,paid
PM0002213,O0002213,4527.26,2025-05-24T20:42:13,upi,9999-99-99
PM0002214,NULL,@@@,2024-07-02T05:28:58,upi,32-13-2025
123abc,O0002215,5865.96,2025-01-04T18:09:01,N/A,paid
PM0002216,nan,null,2023-06-21T04:51:38, ,paid
PM0002217,123abc,2971.1,2024-08-08T03:04:20,9999-99-99,paid
not_a_date,@@@,9999-99-99,2023-11-07T18:20:20,cod,32-13-2025
PM0002219,O0002219,,invalid, ,paid
PM0002220,@@@,2024.0,9999-99-99,cod, 
,O0002221,4189.77,2024-06-14T19:32:01,null,paid
PM0002222,O0002222,2977.79,2024-02-24T23:06:14,123abc, 
NULL,O0002223,4017.9,2024-04-04T22:54:10,null,paid
@@@,32-13-2025,3405.11,2023-11-07T03:53:11,NULL,refunded
PM0002225,32-13-2025,1038.76,2023-08-19T22:23:34,cod,paid
###BAD###,###BAD###,123abc,2025-10-19T12:19:57,card,123abc
PM0002227,not_a_date,9999-99-99,invalid,card,refunded
PM0002228,null,635.34,null,cod,paid
PM0002229,O0002229,N/A,2025-09-10T07:53:20,cod,N/A
@@@,O0002230,null,2025-03-28T23:19:49,cod,paid
PM0002231,O0002231,2965.17,2024-08-29T21:11:07,cod,paid
PM0002232,O0002232,1335.92,N/A, ,paid
PM0002233,@@@,4328.75,nan,card,paid
PM0002234,O0002234,12556.26,2025-09-21T16:58:56,9999-99-99,paid
PM0002235,not_a_date,null,nan,not_a_date,###BAD###
@@@,9999-99-99,9999-99-99,not_a_date,card,paid
PM0002237,not_a_date,###BAD###,2025-06-03T13:26:01,netbanking,paid
 , ,32-13-2025,2023-01-12T11:59:12,null,paid
PM0002239,O0002239, ,123abc,###BAD###,paid
PM0002240,@@@,690.56,2024-01-03T08:15:56,netbanking,###BAD###
null,O0002241,invalid,NULL,netbanking,paid
PM0002242,not_a_date,5642.14,2025-07-12T12:34:44,cod,null
PM0002243,N/A,850.84,,netbanking,paid
PM0002244,O0002244,@@@,,card,@@@
PM0002245,O0002245,3454.86,null,cod,N/A
9999-99-99,nan,520.24,NULL,card,paid
123abc,O0002247,9999-99-99,2023-06-02T06:09:42,,paid
PM0002248,O0002248,15024.73,2024-04-07T22:38:09,netbanking,paid
