order_id,customer_id,order_date,status,total_items,payment_method,shipping_city
O0001665,C00557,2024-01-18T09:12:55,processing,3,NULL, 
O0001666,N/A,2025-02-11T09:26:50,not_a_date,2,NULL,Mumbai
NULL,C00791,2024-04-07T23:06:23,delivered,N/A,netbanking,###BAD###
O0001668,C00340,2023-10-02T14:39:53,invalid,nan,upi,Mumbai
O0001669,C00297,null,processing,32-13-2025,netbanking,Pune
 ,invalid,###BAD###,delivered, ,null,Kolkata
nan,C00827,2023-10-17T03:05:06,delivered,not_a_date,,Noida
O0001672,C00739,2023-09-11T17:03:38,shipped,9999-99-99,@@@,Delhi
@@@,C00647,2024-02-10T15:13:08,delivered,2,@@@,not_a_date
O0001674,C00041,2025-04-12T01:46:04,nan,2,cod,32-13-2025
O0001675, ,2023-07-15T14:32:54,###BAD###, ,###BAD###,nan
not_a_date,123abc,nan,shipped,nan,card,Delhi
,C00343,2025-04-29T03:35:08,processing,1,card,Kolkata
O0001678,C00705,2025-02-11T10:30:40,###BAD###,1,upi,
123abc,C00843,,N/A,1,null,not_a_date
O0001680,C00377,32-13-2025,delivered,1,card,Delhi
32-13-2025,C00892,2024-08-10T03:34:18,@@@,,cod,Noida
nan,###BAD###,2023-02-24T18:08:48,shipped,3,netbanking,Bengaluru
N/A,C00835,nan,nan,1,nan,Kolkata
O0001684,C00463,2024-07-17T10:21:26,delivered,32-13-2025,upi,Mumbai
N/A,C00713,2024-08-25T04:33:34,delivered,1,@@@,Pune
O0001686, ,2023-02-13T10:15:31,processing,not_a_date,nan,###BAD###
O0001687,C00990,2023-04-05T16:44:06,delivered, ,netbanking,Hyderabad
O0001688,C00800,N/A,shipped,1,netbanking,NULL
O0001689,C00400,2025-03-25T19:05:52,processing,nan,card,Hyderabad
@@@,not_a_date,null,32-13-2025,2,netbanking,Kolkata
invalid,C00261,,delivered,1,netbanking,Hyderabad
O0001692,invalid,2023-08-11T15:40:54,, ,netbanking,Kolkata
invalid,C00538,not_a_date,delivered,1,upi, 
O0001694,NULL,2025-07-05T06:21:19,delivered,123abc,N/A,@@@
O0001695,32-13-2025,2024-03-10T07:41:23,delivered,null,not_a_date,Mumbai
O0001696,C00105,2025-01-28T14:44:44,,nan,card,Pune
invalid,nan,@@@,delivered,N/A, ,32-13-2025
O0001698,9999-99-99,2023-12-06T12:48:38, ,1,cod,123abc
O0001699,123abc,not_a_date,cancelled,3,invalid,Delhi
 ,C00911,2024-08-28T04:34:50,delivered,1,invalid,@@@
NULL,C00151,123abc,32-13-2025,3,9999-99-99,Kolkata
O0001702,9999-99-99,,processing,invalid,netbanking,
O0001703,C00800,not_a_date,###BAD###,1,card,NULL
O0001704,C00638,2023-02-17T17:30:09,N/A,null,card,Noida
O0001705,C00783,32-13-2025,@@@, ,netbanking,32-13-2025
O0001706,invalid,null,delivered,1,upi,N/A
O0001707,C00921,NULL,invalid,1,upi,Mumbai
9999-99-99,C00919,2024-12-06T13:56:42,delivered,1,9999-99-99,Hyderabad
nan,C00350,2023-03-03T17:51:54,cancelled,1,cod, 
O0001710,C00558,2023-10-28T13:42:17,32-13-2025,1,cod,null
O0001711,invalid,null,returned,9999-99-99,card,Noida
invalid,C00829,2025-05-22T03:43:53,delivered,1,netbanking,###BAD###
123abc,not_a_date,2024-10-04T18:21:59,cancelled,2,upi,Kolkata
O0001714,NULL,2024-06-30T12:34:09,delivered,,###BAD###,9999-99-99
O0001715,C00642,9999-99-99,delivered,1,nan,Mumbai
O0001716,C00007,2025-06-08T19:25:58,,3,card,Mumbai
O0001717,C00120,2025-03-03T16:12:04,delivered,1,netbanking,Pune
O0001718,9999-99-99,2023-02-22T01:04:24,delivered,nan,upi,Delhi
O0001719,32-13-2025,not_a_date,delivered,123abc,netbanking,Kolkata
O0001720,C00893,invalid,@@@,nan,invalid,invalid
O0001721,C00653,2024-07-27T08:01:57,32-13-2025,1,cod,Chennai
nan,C00401, ,processing,1,cod,Hyderabad
O0001723,C00688,123abc,123abc,nan,card,Noida
O0001724,null,2025-08-29T12:59:03,shipped,,nan,Chennai
O0001725,C00024,2025-03-24T16:43:34,###BAD###,1,invalid,Kolkata
O0001726,C00208,N/A,###BAD###,1,upi,Pune
 ,C00733,2023-12-17T06:22:58,nan,1,123abc,
not_a_date, ,2023-06-12T14:00:13,processing,not_a_date,netbanking,Delhi
O0001729,C00081,2023-12-01T00:24:07,delivered,2,invalid,Kolkata
NULL,C00845,2024-10-12T04:29:31,N/A,1,upi,Hyderabad
O0001731,C00125,2024-01-25T06:28:04,null,1, ,Chennai
O0001732,C00271,2023-04-11T23:10:55,delivered,@@@,card,Bengaluru
O0001733,C00885,2025-03-21T09:32:02,shipped,1,card,Hyderabad
O0001734,,2024-08-06T01:15:28,123abc,nan,nan,9999-99-99
NULL,C00408,2025-08-21T17:06:59,delivered,invalid,cod,NULL
O0001736,C00684,###BAD###, ,2,123abc,Noida
O0001737, ,2024-01-09T03:40:12,NULL,1,cod,Bengaluru
 ,@@@,###BAD###,cancelled,1,cod,not_a_date
O0001739,32-13-2025,32-13-2025,delivered,1,card,Bengaluru
,C00557,invalid,delivered,1,32-13-2025,Mumbai
O0001741,C00505,2025-05-27T12:43:59,9999-99-99,2,cod,@@@
O0001742,,N/A,delivered,invalid,cod,Bengaluru
O0001743,123abc,2023-02-01T11:48:00,not_a_date,2,32-13-2025,invalid
O0001744,invalid,,32-13-2025,1,netbanking, 
O0001745,C00403,2025-01-19T00:49:21,32-13-2025,1,cod,Delhi
###BAD###,not_a_date,2024-06-26T12:36:09,delivered,1,netbanking,@@@
###BAD###,null,null,NULL,@@@,invalid,Chennai
invalid,C00241,2025-05-30T19:38:34,null,1,card,9999-99-99
O0001749,C00130,invalid,shipped,2,netbanking,Hyderabad
O0001750,not_a_date,nan,###BAD###,1,9999-99-99,
O0001751,C00663,2023-06-22T09:22:28,delivered,1,###BAD###,9999-99-99
O0001752,C00712,invalid,###BAD###,NULL,not_a_date,Noida
nan,C00400,2025-09-05T06:34:49,123abc,32-13-2025,netbanking,Mumbai
O0001754,C00957,9999-99-99,32-13-2025,###BAD###,card,123abc
O0001755,C00507,###BAD###,processing,3,cod,
O0001756,nan,2023-11-12T04:20:33,not_a_date,2,cod,Mumbai
O0001757,C00810,2024-10-13T21:33:00,32-13-2025,123abc,netbanking,Kolkata
32-13-2025,C00378,2023-04-17T22:17:56,delivered,1,upi,Hyderabad
not_a_date,C00391,2024-11-10T21:29:36,delivered,null,card,N/A
O0001760,C00287,2023-12-27T23:21:54,delivered,1,###BAD###,Bengaluru
O0001761,NULL,9999-99-99,delivered,1,upi,Chennai
O0001762,NULL,32-13-2025,delivered,2,,Hyderabad
O0001763,C00851,2024-03-31T06:34:57,processing,1,card,Pune
not_a_date,C00415,2023-12-03T08:05:43,delivered,@@@,null,Bengaluru
9999-99-99,C00546,2024-11-22T23:59:30,delivered,,upi,32-13-2025
O0001766,123abc,2023-12-18T12:37:14,processing,1,netbanking,nan
O0001767,C00543,2025-01-27T03:14:55,,2,card,###BAD###
O0001768, ,2025-01-19T00:41:31,delivered,1,cod,Pune
O0001769,nan,2024-10-18T15:49:43,123abc,###BAD###,null,Kolkata
O0001770,C00008,@@@,delivered,###BAD###,###BAD###,not_a_date
32-13-2025,, ,delivered,1,upi,9999-99-99
123abc,###BAD###,9999-99-99,delivered,2,upi,Delhi
O0001773,invalid,2024-08-24T14:06:20,N/A,,netbanking,###BAD###
null,C00222,2023-12-22T11:39:56,N/A,3,32-13-2025,null
 ,C00746,,delivered,invalid,null,Mumbai
nan,N/A,2024-06-28T04:44:55,delivered,1,NULL,Chennai
32-13-2025,C00974,2023-06-28T01:49:22,delivered,1,123abc,Delhi
O0001778,C00713,2025-08-26T17:03:38,delivered,NULL,netbanking,Noida
invalid,C00007,not_a_date,processing,1,upi,123abc
,9999-99-99,2023-10-08T10:35:51,processing,NULL,null, 
9999-99-99,C00060,32-13-2025, ,@@@,cod,Noida
O0001782,C00287,2024-09-03T05:08:31,delivered,2,upi,
32-13-2025,C00555,2024-11-26T23:37:27,shipped,null,123abc,9999-99-99
O0001784,C00183,nan,null,1,N/A,Hyderabad
O0001785,@@@,2023-02-22T04:59:54,delivered,123abc,card,NULL
O0001786,,null,delivered,2,netbanking,Delhi
N/A,123abc,9999-99-99, ,N/A,card,NULL
O0001788,C00890,123abc,9999-99-99,1,cod,Mumbai
O0001789, ,2024-02-22T20:40:27,delivered,123abc,netbanking,Delhi
O0001790,C00291,null,invalid,1,cod,Hyderabad
O0001791,C00601,2025-10-01T04:31:54,null,1,netbanking,Hyderabad
O0001792,C00460,invalid,@@@,2,card,Bengaluru
@@@,C00376,2023-12-10T11:18:13,processing,1,card,N/A
9999-99-99,nan,@@@,returned,1,netbanking,Kolkata
N/A,not_a_date,2023-05-09T04:12:38,delivered,1,invalid,Chennai
O0001796,N/A,2023-07-09T01:24:47,N/A,1,card,Kolkata
O0001797,invalid,2024-06-21T15:10:13,delivered,123abc,cod,Pune
O0001798,C00025,2023-12-05T15:25:33,N/A,1,@@@,Bengaluru
###BAD###,C00806,not_a_date,null,nan,invalid,Chennai
O0001800,C00496,2023-10-05T12:09:55,delivered,###BAD###,card,Pune
invalid,C00146,2023-07-04T16:52:49,processing,123abc,cod,Hyderabad
O0001802,123abc,N/A,,2,invalid,Noida
O0001803,not_a_date,2023-09-05T20:30:11,delivered,1,32-13-2025,Kolkata
O0001804,C00454,2024-03-20T18:41:37,shipped,1,,
O0001805,NULL,2023-12-20T04:36:36,123abc,NULL,netbanking,Hyderabad
32-13-2025,C00903,2023-12-17T03:46:27,cancelled,NULL,card,NULL
O0001807,N/A,@@@, ,,invalid,Kolkata
O0001808,C00809,2024-02-21T10:35:19,invalid,1,null,Noida
O0001809,C00743,###BAD###,NULL,32-13-2025, ,Hyderabad
not_a_date,C00297,123abc,delivered,1,upi,N/A
O0001811,123abc,2023-08-27T05:57:28,N/A,1,cod,9999-99-99
O0001812,invalid,invalid,delivered,@@@,not_a_date,Noida
O0001813,9999-99-99,2025-10-16T23:07:13,delivered,1,upi,Bengaluru
 ,C00594,2024-05-12T04:09:01,returned,not_a_date,card,Bengaluru
9999-99-99,N/A,2025-01-16T12:46:50,###BAD###,1,card,Kolkata
invalid,C00178,2023-03-19T01:16:48,delivered,3,cod,Noida
invalid,C00358,###BAD###,invalid,not_a_date,upi,Pune
O0001818,@@@,2024-04-29T20:34:25,NULL,2,card,Kolkata
O0001819,C00018,32-13-2025,delivered,1,card,9999-99-99
O0001820,N/A,@@@,not_a_date,###BAD###,netbanking,Delhi
###BAD###,,2023-11-02T20:36:10,32-13-2025,1,upi,N/A
123abc,C00095,2024-09-12T06:30:17,123abc,1,netbanking,Mumbai
nan,,2024-02-07T00:36:26,shipped,@@@,###BAD###,9999-99-99
O0001824,C00704,2025-10-20T02:38:07,delivered,null,card,###BAD###
O0001825,C00750,2023-11-07T03:13:10,delivered,32-13-2025,cod,###BAD###
O0001826,C00478,nan, ,1,card,Delhi
nan,C00116,2025-02-22T12:06:08,processing,1,32-13-2025,nan
O0001828,9999-99-99,2023-03-07T14:08:46,delivered,3,NULL,Kolkata
invalid,null,2024-03-14T01:18:36,delivered,N/A,,Pune
O0001830,C00214,2023-01-28T21:11:29,delivered,1, ,Delhi
O0001831,C00154,nan,delivered,not_a_date,cod,Bengaluru
@@@,C00945,9999-99-99,delivered,1,netbanking,Bengaluru
O0001833,C00611,2024-08-10T12:08:01,processing,N/A,netbanking,Pune
O0001834,C00991,2024-12-17T23:24:53,NULL,32-13-2025,card,Kolkata
O0001835,32-13-2025,nan,delivered,2,32-13-2025,Delhi
O0001836,C00235,###BAD###,@@@,1,null,Pune
O0001837,C00553,9999-99-99,nan,1,netbanking,N/A
O0001838, ,2023-06-03T23:49:09,123abc,1,cod,Mumbai
O0001839,nan,2023-09-10T11:39:10,delivered,2,cod,Chennai
N/A,C00062,32-13-2025,delivered,N/A,card,Hyderabad
O0001841,C00437,2023-02-15T13:14:08, ,1,upi, 
nan,32-13-2025,2024-10-16T08:55:10,nan,###BAD###,invalid,Kolkata
O0001843, ,2024-08-07T01:15:03,delivered,not_a_date,upi,Hyderabad
O0001844,,2025-10-13T18:58:49,delivered,1,upi,NULL
N/A,123abc,2024-09-23T19:04:23,32-13-2025,2,upi,Pune
null,C00292,123abc,###BAD###,1,32-13-2025,9999-99-99
9999-99-99,C00857, ,delivered,1,card,###BAD###
@@@,NULL,###BAD###,returned,1,cod,Kolkata
NULL,C00103,,processing,not_a_date,32-13-2025,Bengaluru
 ,C00434,not_a_date,delivered,123abc,upi,123abc
N/A,C00110,2023-10-31T18:01:55,delivered,1,upi,Mumbai
O0001852,C00475,2023-06-22T06:32:02,delivered,2,32-13-2025,Kolkata
O0001853,9999-99-99,2025-08-04T22:14:21,delivered,2,card,Chennai
O0001854,nan,invalid,returned,2,netbanking,not_a_date
O0001855,@@@,N/A,delivered,N/A,###BAD###,Pune
O0001856,null,NULL,32-13-2025,not_a_date,card,invalid
O0001857,C00124,nan,invalid,2,invalid,null
O0001858, ,2025-06-19T08:53:27, ,1,cod,###BAD###
invalid,C00081,###BAD###,delivered,2,###BAD###,
O0001860,C00020,2023-03-07T01:17:25,null,2,card,Chennai
invalid,32-13-2025,32-13-2025,@@@,2,card,Mumbai
###BAD###,9999-99-99,2025-09-21T21:29:07,123abc,1,N/A,Mumbai
32-13-2025, ,nan,123abc,1, ,32-13-2025
N/A,C00588,,shipped,1,card,@@@
O0001865,C00804,2023-12-19T01:16:39,,3,,nan
O0001866,C00663,2025-10-14T12:50:38,delivered,2,cod,Kolkata
O0001867,C00664,not_a_date,delivered,###BAD###,card,Hyderabad
123abc,C00392,32-13-2025,nan,nan, ,Bengaluru
O0001869,C00222,2025-09-20T09:03:31,delivered,1,32-13-2025,Kolkata
O0001870,C00239,2023-12-23T10:27:11,NULL,2,upi,not_a_date
O0001871,null,2025-07-02T00:04:45,null,2,nan,Bengaluru
O0001872,N/A,2025-06-01T21:08:01,not_a_date,nan,card,Noida
9999-99-99,C00840,2023-12-18T03:05:26,@@@,N/A,invalid,Mumbai
N/A,C00646,2024-06-15T03:54:59,nan,32-13-2025,card,Kolkata
###BAD###,nan,123abc,delivered,N/A,card,@@@
@@@,32-13-2025,2025-06-29T00:46:53,delivered,1,N/A,Mumbai
O0001877, ,2023-05-25T17:59:25,processing,1,upi,Bengaluru
O0001878,C00165,2023-09-04T14:56:56,delivered,not_a_date,netbanking,Noida
,N/A,2025-02-04T14:59:00,9999-99-99,123abc,nan, 
O0001880,null,2023-04-06T13:30:20,null,@@@,card,Bengaluru
O0001881,C00863,nan,N/A,invalid,,
O0001882, ,2023-06-22T05:32:57,,2,upi,null
O0001883,not_a_date,2025-05-17T17:57:32,nan,1,null,Noida
O0001884,C00681,2023-04-13T08:02:37,N/A, ,32-13-2025,@@@
O0001885,###BAD###,2023-07-01T18:27:07,delivered,1,card,9999-99-99
32-13-2025,C00922,2024-05-23T05:31:18, ,1,nan,Pune
O0001887,C00741,32-13-2025,processing,1,9999-99-99,Bengaluru
O0001888,null,2023-04-03T19:59:26,delivered,1,upi,Hyderabad
O0001889,###BAD###,2024-05-24T23:16:59,,invalid,invalid,123abc
O0001890,C00464,2024-10-01T04:04:28,delivered,invalid,upi,@@@
O0001891, ,null,delivered,NULL,123abc,Hyderabad
O0001892,C00282,2023-09-14T00:32:36,shipped,1,netbanking,Chennai
O0001893,invalid,2025-03-30T17:44:32,123abc,2,card,Hyderabad
N/A,C00141,32-13-2025,9999-99-99,32-13-2025,not_a_date,Delhi
null,C00436,2023-02-15T19:53:04,delivered,1,card,invalid
O0001896,C00850,2023-08-20T18:57:48,shipped,2,123abc,Pune
not_a_date,@@@,invalid,delivered,1,@@@,Noida
nan,C00737,2025-04-14T00:21:11,shipped,1,card,9999-99-99
O0001899,C00329,2023-07-13T12:21:49,processing,1,card,Bengaluru
O0001900,C00369,2024-07-24T09:31:09,null,2,card,Hyderabad
O0001901,C00326,2023-03-06T06:44:18,delivered,1,cod,Hyderabad
O0001902,C00866,32-13-2025,NULL,NULL,card,null
123abc,C00717,nan,null,N/A,card,not_a_date
not_a_date,32-13-2025,nan, ,1,upi,nan
N/A,C00454,2024-07-08T13:33:54,###BAD###,2,netbanking,Pune
nan,C00638, ,invalid,1,cod,Kolkata
O0001907,C00716,2025-03-21T22:39:35, ,nan,cod,@@@
###BAD###,not_a_date,2023-07-04T10:21:37,not_a_date,1,upi,Mumbai
O0001909,N/A,2023-09-12T19:08:46,delivered, ,netbanking,Mumbai
O0001910,invalid,2025-09-05T11:15:44,null,1, ,9999-99-99
O0001911,9999-99-99,2023-05-25T15:05:27,NULL,1,###BAD###,Kolkata
O0001912,C00853,invalid, ,32-13-2025,null,Delhi
9999-99-99,NULL,2024-06-16T10:23:38,nan,N/A,cod,nan
O0001914,C00051,2023-02-20T19:41:41,NULL,null,netbanking,Chennai
O0001915,C00544,,processing,not_a_date,invalid,Chennai
O0001916,C00805,N/A,delivered,32-13-2025,invalid,Chennai
O0001917,32-13-2025,2023-01-30T09:20:27,processing,2,cod,Noida
,N/A,2023-03-01T18:28:50,32-13-2025,invalid,upi,N/A
O0001919,nan,nan,delivered,1,,Chennai
NULL,N/A,not_a_date,9999-99-99,invalid,,Hyderabad
O0001921,null,nan,delivered,NULL,upi,NULL
NULL,not_a_date,2023-04-20T00:44:59,delivered,32-13-2025,N/A,Bengaluru
invalid,NULL,2023-12-25T04:18:11,###BAD###,NULL,123abc,Hyderabad
9999-99-99,NULL,NULL,delivered,1,netbanking,Pune
O0001925,,2023-05-18T12:01:06,null,2,upi,@@@
O0001926,C00095,2025-02-01T16:52:16,delivered,1,cod,Mumbai
O0001927,C00007, ,delivered, ,cod,Noida
N/A,C00729,2025-10-09T17:08:12,processing,1,netbanking,Pune
O0001929,C00455,2023-01-28T08:28:08,shipped,1,cod,null
O0001930, ,nan,delivered,1,invalid,Bengaluru
not_a_date,NULL,@@@,delivered,1,invalid,Pune
@@@,C00234,@@@,123abc,1,32-13-2025,Noida
not_a_date,###BAD###,nan,shipped,,netbanking,
not_a_date,C00131,###BAD###,cancelled,invalid,upi,Chennai
O0001935,C00371,2024-07-03T01:02:43,processing,1,9999-99-99,N/A
O0001936,C00669,2025-01-22T09:41:29,123abc,2,netbanking,Kolkata
O0001937,C00866,32-13-2025, ,1,123abc,123abc
O0001938,C00789,N/A,null,2,card,Noida
 , ,2025-03-26T06:15:42,delivered,1,netbanking,Noida
O0001940,9999-99-99,null,,N/A,@@@,Bengaluru
123abc,C00840,@@@,###BAD###,1,@@@,Delhi
not_a_date,C00622,2025-03-03T07:52:02,delivered,1,netbanking,Mumbai
invalid,C00396,123abc,@@@,2,netbanking,Chennai
O0001944,not_a_date,2024-04-14T10:54:14,processing,2,,Mumbai
 ,not_a_date, ,processing,nan, ,N/A
O0001946,C00518,2024-08-09T16:57:04,processing,1,9999-99-99,9999-99-99
O0001947,C00286,2024-06-04T08:58:42,###BAD###, ,upi,Chennai
O0001948,@@@,2023-04-20T17:13:52,delivered, ,32-13-2025,Delhi
123abc,C00487,2024-03-21T14:45:50,delivered,1,card,Pune
###BAD###,C00247,2023-09-10T04:34:29,N/A,1,32-13-2025,N/A
O0001951,not_a_date,2025-05-21T18:33:32,@@@,invalid,card,NULL
O0001952,###BAD###,2025-09-12T18:44:08,processing,not_a_date,card,not_a_date
O0001953, ,123abc,delivered,1,invalid,Delhi
 ,C00883,2025-02-19T22:16:11,delivered,2,null,Kolkata
,C00607,2025-07-09T05:33:15,invalid,3,card,NULL
O0001956,C01000,null,invalid,@@@,cod,N/A
O0001957,32-13-2025,9999-99-99,delivered,1,card,Kolkata
null,C00172,2023-10-26T03:02:52,delivered,1,###BAD###,Kolkata
9999-99-99,null,2023-01-05T00:04:44,N/A,1,not_a_date,null
O0001960,9999-99-99,2023-08-23T01:58:01,###BAD###,2,cod,Hyderabad
N/A,32-13-2025,2023-01-23T17:05:52,NULL, ,123abc,Hyderabad
32-13-2025,C00816,2023-07-10T09:03:58,delivered,1,upi,9999-99-99
O0001963,not_a_date,2024-05-14T20:05:37,delivered,2,card,N/A
O0001964,C00283,2025-05-12T17:41:08,###BAD###,1,not_a_date,Hyderabad
O0001965,###BAD###,2024-10-09T21:50:06,nan,1,netbanking,Mumbai
O0001966,C00469,2025-04-07T05:00:23,N/A,N/A,N/A,nan
O0001967,C00976,2025-02-15T14:53:04,N/A,null,N/A,N/A
O0001968,C00444,2025-03-09T13:17:05,nan,1,cod,Pune
invalid,C00307,null,processing,,netbanking,Chennai
O0001970,C00002,@@@,NULL,###BAD###,123abc,123abc
O0001971,not_a_date,###BAD###,nan,nan,cod,Hyderabad
O0001972,nan,2024-02-19T09:35:09,,@@@,cod,Bengaluru
O0001973,###BAD###,not_a_date,###BAD###,nan,null,Noida
O0001974,C00542,not_a_date,123abc,32-13-2025,###BAD###,Bengaluru
O0001975,C00372,2025-07-17T02:36:29,@@@,1,card,Kolkata
O0001976,C00130,32-13-2025,32-13-2025,32-13-2025,upi,Noida
, ,2024-01-18T12:00:19,shipped,1,card,NULL
nan,@@@,123abc, ,1,upi,Delhi
N/A,invalid,###BAD###,delivered,,netbanking,
nan,32-13-2025,9999-99-99,delivered,9999-99-99,@@@,9999-99-99
,,2025-04-04T04:27:17,delivered,1,123abc,9999-99-99
O0001982,C00343,2023-06-02T14:03:51,delivered, ,,Pune
O0001983,C00273,2023-09-28T03:52:35,delivered,1,upi,Pune
nan,C00498,2023-04-03T10:27:49,delivered,1,32-13-2025,N/A
O0001985,C00130,2025-01-21T15:53:00,delivered,1, ,Mumbai
O0001986,32-13-2025,2025-03-28T07:59:45,processing,1,cod,32-13-2025
null,C00974,2023-04-19T14:10:13,returned,2,upi,Noida
nan,C00182,nan,invalid,1,upi,Mumbai
O0001989,123abc,2023-07-02T15:33:41,processing,1,netbanking,Bengaluru
O0001990,,2024-06-20T22:28:15,delivered,2,cod,Delhi
not_a_date,C00399,2025-02-03T00:30:04,,2,upi,
invalid,C00094,nan,delivered,null,cod,NULL
O0001993,C00836,2023-06-26T10:11:27,delivered,1,card,@@@
O0001994,NULL,9999-99-99,nan,123abc,card,Mumbai
N/A,invalid,123abc,delivered,2,card,Noida
O0001996,C00263,2023-06-27T16:36:50,delivered,1,upi,Chennai
O0001997,C00233,2023-10-16T18:33:29,delivered,3,netbanking,NULL
O0001998,C00353,2023-09-27T19:16:17,shipped,,card,Hyderabad
O0001999,C00857,NULL,null,123abc,netbanking,Noida
@@@,123abc, , ,NULL,###BAD###,Mumbai
O0002001,nan,NULL,cancelled,1,cod,Kolkata
O0002002,,2024-01-11T02:29:57,delivered,1,upi,Noida
O0002003,C00263,N/A,delivered, ,card,Hyderabad
O0002004,C00883,2024-07-13T17:27:02,delivered,1,cod,Kolkata
32-13-2025,nan,not_a_date,delivered,1,netbanking,Chennai
NULL,C00991, ,delivered,2,upi,Hyderabad
O0002007,C00937,2023-10-10T17:03:21,delivered,1,cod,
32-13-2025,nan,2024-07-20T22:03:25,delivered,32-13-2025,upi,Pune
O0002009,N/A,9999-99-99,,1,card,Mumbai
O0002010,C00554,NULL, ,1,upi,Mumbai
O0002011,C00683,2023-07-28T07:06:05,shipped,,cod,invalid
###BAD###,C00098,NULL,delivered,,cod,Hyderabad
###BAD###,###BAD###,nan,delivered, ,upi,Kolkata
O0002014,,2024-07-02T22:05:43,delivered,1,card,Delhi
O0002015,C00683,2023-10-04T05:28:57,delivered,1,upi,Mumbai
O0002016,C00011,2023-11-20T13:48:51,@@@,1,card,Delhi
,C00328,@@@,delivered,1,,9999-99-99
O0002018,C00990,2024-06-15T14:40:56,delivered,###BAD###,32-13-2025,Noida
O0002019,C00290,2023-03-31T15:06:48,delivered,@@@,netbanking,null
O0002020,123abc,invalid,@@@,123abc,N/A,@@@
@@@,C00936,invalid,not_a_date,123abc,card,Hyderabad
O0002022,C00295,@@@,delivered,1,card,Mumbai
O0002023,C00285,2024-12-14T04:02:56,delivered,2,card,Chennai
O0002024,C00066,2023-05-28T17:19:40, ,123abc,card,Kolkata
O0002025,32-13-2025,2024-11-20T19:39:57,delivered,1,upi,Pune
O0002026,9999-99-99,2024-05-13T11:43:36,invalid,1,card,N/A
9999-99-99,C00398,2023-05-25T01:03:26,shipped,NULL,123abc,@@@
32-13-2025,N/A,2025-05-27T17:03:04,N/A,3,cod,123abc
not_a_date,, ,shipped,1,not_a_date,
O0002030,nan,2024-03-22T21:12:36,NULL,NULL,upi,Pune
NULL,C00883,2024-04-05T00:00:25,123abc,1,cod,
invalid,C00343,2024-11-02T00:13:10,delivered,1,card,123abc
O0002033,C00506,2024-03-11T12:20:16,delivered,not_a_date,cod,Bengaluru
O0002034,NULL,invalid,delivered,3,card,null
not_a_date,C00678,2023-11-03T07:50:14,delivered,1,card,###BAD###
nan,C00016,123abc,,1,not_a_date,Mumbai
O0002037,C00365,2024-05-15T00:40:48,shipped,9999-99-99,cod,Chennai
O0002038,C00249,32-13-2025,delivered,1,cod,Hyderabad
O0002039,C00455,2024-03-26T04:39:59,invalid,123abc,upi,not_a_date
O0002040,C00343,2025-07-12T10:54:36,processing,1,card, 
O0002041,C00608,2025-05-17T09:10:25,###BAD###,NULL,9999-99-99,Hyderabad
O0002042,C00688,invalid,delivered,1,upi,9999-99-99
O0002043,C00534,2024-01-18T02:16:29,shipped,1,card,Bengaluru
O0002044,C00002,32-13-2025,delivered,9999-99-99,netbanking,Kolkata
O0002045,C00731,2023-01-13T05:12:27,delivered,32-13-2025,invalid,123abc
O0002046,nan,2023-12-17T02:22:58,processing,NULL,card,nan
O0002047,C00741,2023-01-09T21:23:36,delivered,32-13-2025,card, 
O0002048,32-13-2025,2025-06-13T06:34:23,delivered,9999-99-99,123abc,###BAD###
NULL,nan,not_a_date,delivered,1,null,123abc
O0002050,C00570,2023-04-02T22:03:48,shipped,,upi,9999-99-99
O0002051,C00491,2024-03-18T02:35:24,N/A,1,netbanking,Noida
O0002052,C00921,not_a_date,NULL,1,upi,Mumbai
N/A,C00674,@@@,invalid,1,cod,Bengaluru
O0002054,C00002,2023-04-21T05:35:13,32-13-2025,2,netbanking,Kolkata
O0002055,C00139,2023-11-15T01:16:05,delivered,2,cod,@@@
O0002056,C00671,2024-03-08T23:08:59,delivered,,card,Delhi
32-13-2025,invalid,9999-99-99,delivered,1,invalid,Bengaluru
O0002058,C00754,2023-01-27T04:02:40,nan,32-13-2025,card,NULL
O0002059,C00960,NULL,null,1,not_a_date, 
O0002060,32-13-2025,2023-09-18T22:56:06,delivered,1,@@@,Mumbai
O0002061,,32-13-2025, ,1,card,Hyderabad
 ,C00260,2025-03-21T06:00:43,shipped,1,card,9999-99-99
,C00733,2024-04-17T14:29:29,,9999-99-99,123abc,Kolkata
O0002064,###BAD###,null,delivered,N/A,card,Hyderabad
O0002065,C00700,2023-06-01T15:19:24,@@@,1,card,Bengaluru
NULL,32-13-2025,,delivered,not_a_date,upi,32-13-2025
O0002067,C00635,9999-99-99,null,123abc,netbanking,
O0002068,N/A,2025-09-24T00:32:03,delivered,@@@,upi,Hyderabad
N/A,C00862,,processing, ,cod,N/A
O0002070,C00718,2025-03-17T04:05:36,delivered,N/A,cod,Pune
O0002071,@@@,2023-05-04T09:37:18,,@@@,upi,not_a_date
O0002072,C00672,null,shipped,N/A,upi,Kolkata
O0002073,32-13-2025,2024-04-05T18:26:22, ,1,cod,nan
O0002074,C00465,null,delivered,2,32-13-2025,Delhi
O0002075,###BAD###,2024-08-28T04:16:13,cancelled,,###BAD###,Pune
O0002076,C00964,2024-10-18T08:43:09,delivered,invalid,32-13-2025,9999-99-99
null,C00972,2023-07-20T23:39:59,nan,invalid,netbanking,null
NULL,C00930,,delivered,1,upi,Kolkata
